date,year,month,month_name,day,day_name,week_of_year,quarter
2020-05-15,2020,5,May,15,Friday,20,2
2013-11-06,2013,11,November,6,Wednesday,45,4
2020-03-29,2020,3,March,29,Sunday,13,1
1991-09-08,1991,9,September,8,Sunday,36,3
2015-03-22,2015,3,March,22,Sunday,12,1
2000-07-22,2000,7,July,22,Saturday,29,3
2013-05-16,2013,5,May,16,Thursday,20,2
1987-10-17,1987,10,October,17,Saturday,42,4
2008-12-15,2008,12,December,15,Monday,51,4
1988-06-26,1988,6,June,26,Sunday,25,2
2003-02-02,2003,2,February,2,Sunday,5,1
2000-01-23,2000,1,January,23,Sunday,3,1
2008-08-02,2008,8,August,2,Saturday,31,3
2019-04-20,2019,4,April,20,Saturday,16,2
2001-10-17,2001,10,October,17,Wednesday,42,4
1975-04-23,1975,4,April,23,Wednesday,17,2
2005-04-01,2005,4,April,1,Friday,13,2
2014-04-22,2014,4,April,22,Tuesday,17,2
2019-01-09,2019,1,January,9,Wednesday,2,1
2019-03-13,2019,3,March,13,Wednesday,11,1
2022-06-15,2022,6,June,15,Wednesday,24,2
2017-06-11,2017,6,June,11,Sunday,23,2
2016-12-08,2016,12,December,8,Thursday,49,4
2018-12-26,2018,12,December,26,Wednesday,52,4
1997-07-15,1997,7,July,15,Tuesday,29,3
1976-12-30,1976,12,December,30,Thursday,53,4
2016-02-15,2016,2,February,15,Monday,7,1
1969-12-29,1969,12,December,29,Monday,1,4
1954-01-01,1954,1,January,1,Friday,53,1
1981-10-03,1981,10,October,3,Saturday,40,4
2018-04-08,2018,4,April,8,Sunday,14,2
1984-10-31,1984,10,October,31,Wednesday,44,4
2003-03-18,2003,3,March,18,Tuesday,12,1
2014-01-03,2014,1,January,3,Friday,1,1
2016-10-17,2016,10,October,17,Monday,42,4
2017-08-06,2017,8,August,6,Sunday,31,3
1975-09-13,1975,9,September,13,Saturday,37,3
2008-08-12,2008,8,August,12,Tuesday,33,3
2012-01-26,2012,1,January,26,Thursday,4,1
1964-06-23,1964,6,June,23,Tuesday,26,2
2015-12-22,2015,12,December,22,Tuesday,52,4
2015-08-16,2015,8,August,16,Sunday,33,3
1954-10-13,1954,10,October,13,Wednesday,41,4
2002-05-11,2002,5,May,11,Saturday,19,2
2005-02-15,2005,2,February,15,Tuesday,7,1
2005-11-30,2005,11,November,30,Wednesday,48,4
2015-02-19,2015,2,February,19,Thursday,8,1
2013-12-28,2013,12,December,28,Saturday,52,4
1999-04-13,1999,4,April,13,Tuesday,15,2
1958-06-15,1958,6,June,15,Sunday,24,2
2012-12-13,2012,12,December,13,Thursday,50,4
2013-09-18,2013,9,September,18,Wednesday,38,3
2013-05-25,2013,5,May,25,Saturday,21,2
1979-10-12,1979,10,October,12,Friday,41,4
2010-06-23,2010,6,June,23,Wednesday,25,2
1985-12-31,1985,12,December,31,Tuesday,1,4
2011-09-04,2011,9,September,4,Sunday,35,3
2010-04-23,2010,4,April,23,Friday,16,2
2010-05-17,2010,5,May,17,Monday,20,2
2011-10-02,2011,10,October,2,Sunday,39,4
2011-02-12,2011,2,February,12,Saturday,6,1
2005-04-23,2005,4,April,23,Saturday,16,2
2007-05-08,2007,5,May,8,Tuesday,19,2
2008-06-10,2008,6,June,10,Tuesday,24,2
2008-06-23,2008,6,June,23,Monday,26,2
2005-10-12,2005,10,October,12,Wednesday,41,4
2007-12-19,2007,12,December,19,Wednesday,51,4
2001-11-15,2001,11,November,15,Thursday,46,4
2004-03-10,2004,3,March,10,Wednesday,11,1
1998-04-28,1998,4,April,28,Tuesday,18,2
2003-10-25,2003,10,October,25,Saturday,43,4
2004-03-31,2004,3,March,31,Wednesday,14,1
2001-04-06,2001,4,April,6,Friday,14,2
1999-09-09,1999,9,September,9,Thursday,36,3
1997-10-09,1997,10,October,9,Thursday,41,4
2001-10-22,2001,10,October,22,Monday,43,4
2002-12-13,2002,12,December,13,Friday,50,4
1956-07-19,1956,7,July,19,Thursday,29,3
2004-01-12,2004,1,January,12,Monday,3,1
1951-06-08,1951,6,June,8,Friday,23,2
2002-09-05,2002,9,September,5,Thursday,36,3
1998-05-06,1998,5,May,6,Wednesday,19,2
1994-10-19,1994,10,October,19,Wednesday,42,4
1991-02-27,1991,2,February,27,Wednesday,9,1
1988-05-03,1988,5,May,3,Tuesday,18,2
1975-02-24,1975,2,February,24,Monday,9,1
1993-01-22,1993,1,January,22,Friday,3,1
1982-08-08,1982,8,August,8,Sunday,31,3
1970-04-02,1970,4,April,2,Thursday,14,2
1993-08-21,1993,8,August,21,Saturday,33,3
1988-08-13,1988,8,August,13,Saturday,32,3
2009-11-19,2009,11,November,19,Thursday,47,4
1967-03-03,1967,3,March,3,Friday,9,1
2016-05-08,2016,5,May,8,Sunday,18,2
2009-04-27,2009,4,April,27,Monday,18,2
1959-10-28,1959,10,October,28,Wednesday,44,4
2021-05-19,2021,5,May,19,Wednesday,20,2
2005-07-02,2005,7,July,2,Saturday,26,3
1998-10-08,1998,10,October,8,Thursday,41,4
2002-05-25,2002,5,May,25,Saturday,21,2
2012-11-08,2012,11,November,8,Thursday,45,4
1986-11-04,1986,11,November,4,Tuesday,45,4
2006-11-14,2006,11,November,14,Tuesday,46,4
1986-05-02,1986,5,May,2,Friday,18,2
1985-11-14,1985,11,November,14,Thursday,46,4
1989-08-23,1989,8,August,23,Wednesday,34,3
2001-09-03,2001,9,September,3,Monday,36,3
2002-11-08,2002,11,November,8,Friday,45,4
2022-05-21,2022,5,May,21,Saturday,20,2
2001-05-30,2001,5,May,30,Wednesday,22,2
1963-12-01,1963,12,December,1,Sunday,48,4
1971-12-04,1971,12,December,4,Saturday,48,4
2022-04-19,2022,4,April,19,Tuesday,16,2
2014-01-23,2014,1,January,23,Thursday,4,1
2015-04-18,2015,4,April,18,Saturday,16,2
1970-04-10,1970,4,April,10,Friday,15,2
1998-05-20,1998,5,May,20,Wednesday,21,2
1986-08-14,1986,8,August,14,Thursday,33,3
2007-03-21,2007,3,March,21,Wednesday,12,1
1973-01-26,1973,1,January,26,Friday,4,1
2006-08-04,2006,8,August,4,Friday,31,3
1995-12-27,1995,12,December,27,Wednesday,52,4
2006-11-08,2006,11,November,8,Wednesday,45,4
2001-08-03,2001,8,August,3,Friday,31,3
1964-08-19,1964,8,August,19,Wednesday,34,3
1989-08-04,1989,8,August,4,Friday,31,3
1967-07-07,1967,7,July,7,Friday,27,3
1994-11-30,1994,11,November,30,Wednesday,48,4
2003-01-29,2003,1,January,29,Wednesday,5,1
1997-04-16,1997,4,April,16,Wednesday,16,2
2002-06-08,2002,6,June,8,Saturday,23,2
2009-07-29,2009,7,July,29,Wednesday,31,3
2005-07-11,2005,7,July,11,Monday,28,3
2006-07-13,2006,7,July,13,Thursday,28,3
2005-09-21,2005,9,September,21,Wednesday,38,3
1988-07-15,1988,7,July,15,Friday,28,3
1972-01-02,1972,1,January,2,Sunday,52,1
2007-11-13,2007,11,November,13,Tuesday,46,4
2009-02-12,2009,2,February,12,Thursday,7,1
2009-07-13,2009,7,July,13,Monday,29,3
2009-03-19,2009,3,March,19,Thursday,12,1
2009-05-24,2009,5,May,24,Sunday,21,2
2007-02-03,2007,2,February,3,Saturday,5,1
2007-05-30,2007,5,May,30,Wednesday,22,2
1982-08-30,1982,8,August,30,Monday,35,3
2008-08-10,2008,8,August,10,Sunday,32,3
2007-01-09,2007,1,January,9,Tuesday,2,1
1996-04-21,1996,4,April,21,Sunday,16,2
2008-07-11,2008,7,July,11,Friday,28,3
2008-11-13,2008,11,November,13,Thursday,46,4
2011-04-22,2011,4,April,22,Friday,16,2
2005-09-12,2005,9,September,12,Monday,37,3
1964-12-08,1964,12,December,8,Tuesday,50,4
1998-08-15,1998,8,August,15,Saturday,33,3
1965-09-01,1965,9,September,1,Wednesday,35,3
1956-01-01,1956,1,January,1,Sunday,52,1
2011-06-23,2011,6,June,23,Thursday,25,2
1991-05-05,1991,5,May,5,Sunday,18,2
2011-12-09,2011,12,December,9,Friday,49,4
1991-07-10,1991,7,July,10,Wednesday,28,3
2010-09-26,2010,9,September,26,Sunday,38,3
1981-09-17,1981,9,September,17,Thursday,38,3
2006-08-19,2006,8,August,19,Saturday,33,3
2011-06-22,2011,6,June,22,Wednesday,25,2
2002-04-24,2002,4,April,24,Wednesday,17,2
1987-09-12,1987,9,September,12,Saturday,37,3
2006-09-30,2006,9,September,30,Saturday,39,3
2007-03-25,2007,3,March,25,Sunday,12,1
1999-05-14,1999,5,May,14,Friday,19,2
2012-01-05,2012,1,January,5,Thursday,1,1
2010-01-24,2010,1,January,24,Sunday,3,1
1993-04-01,1993,4,April,1,Thursday,13,2
2000-02-18,2000,2,February,18,Friday,7,1
1988-01-12,1988,1,January,12,Tuesday,2,1
2003-11-20,2003,11,November,20,Thursday,47,4
1995-10-03,1995,10,October,3,Tuesday,40,4
2001-10-27,2001,10,October,27,Saturday,43,4
1964-10-27,1964,10,October,27,Tuesday,44,4
2000-10-17,2000,10,October,17,Tuesday,42,4
1974-11-07,1974,11,November,7,Thursday,45,4
1987-01-16,1987,1,January,16,Friday,3,1
1991-03-15,1991,3,March,15,Friday,11,1
1987-06-28,1987,6,June,28,Sunday,26,2
1994-10-06,1994,10,October,6,Thursday,40,4
1994-04-10,1994,4,April,10,Sunday,14,2
1971-02-28,1971,2,February,28,Sunday,8,1
2005-07-05,2005,7,July,5,Tuesday,27,3
1983-11-09,1983,11,November,9,Wednesday,45,4
1983-05-25,1983,5,May,25,Wednesday,21,2
1993-06-28,1993,6,June,28,Monday,26,2
1998-12-12,1998,12,December,12,Saturday,50,4
2010-12-30,2010,12,December,30,Thursday,52,4
1996-06-29,1996,6,June,29,Saturday,26,2
2011-11-25,2011,11,November,25,Friday,47,4
1999-05-05,1999,5,May,5,Wednesday,18,2
1973-01-02,1973,1,January,2,Tuesday,1,1
1987-04-15,1987,4,April,15,Wednesday,16,2
2000-07-30,2000,7,July,30,Sunday,30,3
1965-08-12,1965,8,August,12,Thursday,32,3
1969-02-27,1969,2,February,27,Thursday,9,1
2006-01-26,2006,1,January,26,Thursday,4,1
1977-03-24,1977,3,March,24,Thursday,12,1
2004-04-29,2004,4,April,29,Thursday,18,2
1999-08-01,1999,8,August,1,Sunday,30,3
1999-04-01,1999,4,April,1,Thursday,13,2
1971-01-13,1971,1,January,13,Wednesday,2,1
1956-09-01,1956,9,September,1,Saturday,35,3
2007-11-30,2007,11,November,30,Friday,48,4
1986-08-29,1986,8,August,29,Friday,35,3
1975-03-29,1975,3,March,29,Saturday,13,1
2011-08-22,2011,8,August,22,Monday,34,3
1974-10-18,1974,10,October,18,Friday,42,4
1985-12-25,1985,12,December,25,Wednesday,52,4
2003-12-26,2003,12,December,26,Friday,52,4
1998-02-27,1998,2,February,27,Friday,9,1
2002-02-14,2002,2,February,14,Thursday,7,1
1975-11-20,1975,11,November,20,Thursday,47,4
1970-03-07,1970,3,March,7,Saturday,10,1
2003-08-02,2003,8,August,2,Saturday,31,3
1975-02-28,1975,2,February,28,Friday,9,1
1975-03-15,1975,3,March,15,Saturday,11,1
2001-08-25,2001,8,August,25,Saturday,34,3
1966-03-31,1966,3,March,31,Thursday,13,1
1971-12-24,1971,12,December,24,Friday,51,4
2012-03-10,2012,3,March,10,Saturday,10,1
2012-04-17,2012,4,April,17,Tuesday,16,2
1974-04-25,1974,4,April,25,Thursday,17,2
1977-10-01,1977,10,October,1,Saturday,39,4
2014-02-20,2014,2,February,20,Thursday,8,1
1956-07-12,1956,7,July,12,Thursday,28,3
1960-07-01,1960,7,July,1,Friday,26,3
1965-08-18,1965,8,August,18,Wednesday,33,3
2010-01-09,2010,1,January,9,Saturday,1,1
2000-03-20,2000,3,March,20,Monday,12,1
1982-03-26,1982,3,March,26,Friday,12,1
2012-11-22,2012,11,November,22,Thursday,47,4
2008-11-14,2008,11,November,14,Friday,46,4
1976-05-11,1976,5,May,11,Tuesday,20,2
2011-05-22,2011,5,May,22,Sunday,20,2
1999-04-10,1999,4,April,10,Saturday,14,2
1969-08-26,1969,8,August,26,Tuesday,35,3
1997-09-05,1997,9,September,5,Friday,36,3
2005-12-15,2005,12,December,15,Thursday,50,4
1990-09-28,1990,9,September,28,Friday,39,3
1990-10-10,1990,10,October,10,Wednesday,41,4
2006-12-11,2006,12,December,11,Monday,50,4
2008-11-10,2008,11,November,10,Monday,46,4
1994-09-02,1994,9,September,2,Friday,35,3
1951-01-01,1951,1,January,1,Monday,1,1
1995-10-12,1995,10,October,12,Thursday,41,4
1990-04-05,1990,4,April,5,Thursday,14,2
1974-11-09,1974,11,November,9,Saturday,45,4
2003-01-16,2003,1,January,16,Thursday,3,1
2000-05-21,2000,5,May,21,Sunday,20,2
2013-01-27,2013,1,January,27,Sunday,4,1
2005-08-01,2005,8,August,1,Monday,31,3
2011-04-09,2011,4,April,9,Saturday,14,2
1977-09-23,1977,9,September,23,Friday,38,3
1982-01-13,1982,1,January,13,Wednesday,2,1
1998-02-18,1998,2,February,18,Wednesday,8,1
1991-09-23,1991,9,September,23,Monday,39,3
1989-04-27,1989,4,April,27,Thursday,17,2
1984-04-16,1984,4,April,16,Monday,16,2
1973-07-09,1973,7,July,9,Monday,28,3
2004-01-22,2004,1,January,22,Thursday,4,1
1983-01-27,1983,1,January,27,Thursday,4,1
1985-09-20,1985,9,September,20,Friday,38,3
1981-12-15,1981,12,December,15,Tuesday,51,4
2006-03-04,2006,3,March,4,Saturday,9,1
2012-04-15,2012,4,April,15,Sunday,15,2
2012-07-05,2012,7,July,5,Thursday,27,3
2012-07-16,2012,7,July,16,Monday,29,3
2009-05-04,2009,5,May,4,Monday,19,2
1977-11-24,1977,11,November,24,Thursday,47,4
2008-07-02,2008,7,July,2,Wednesday,27,3
1997-06-27,1997,6,June,27,Friday,26,2
1975-01-23,1975,1,January,23,Thursday,4,1
1999-06-14,1999,6,June,14,Monday,24,2
1989-05-30,1989,5,May,30,Tuesday,22,2
1980-10-19,1980,10,October,19,Sunday,42,4
2003-01-03,2003,1,January,3,Friday,1,1
1991-04-20,1991,4,April,20,Saturday,16,2
1971-11-27,1971,11,November,27,Saturday,47,4
2013-03-27,2013,3,March,27,Wednesday,13,1
2008-11-01,2008,11,November,1,Saturday,44,4
2011-06-27,2011,6,June,27,Monday,26,2
1994-04-14,1994,4,April,14,Thursday,15,2
1988-02-01,1988,2,February,1,Monday,5,1
1968-12-11,1968,12,December,11,Wednesday,50,4
1977-05-30,1977,5,May,30,Monday,22,2
1992-12-29,1992,12,December,29,Tuesday,53,4
2010-12-22,2010,12,December,22,Wednesday,51,4
1982-06-08,1982,6,June,8,Tuesday,23,2
2002-08-08,2002,8,August,8,Thursday,32,3
1978-11-30,1978,11,November,30,Thursday,48,4
1983-04-06,1983,4,April,6,Wednesday,14,2
1974-05-08,1974,5,May,8,Wednesday,19,2
2002-08-03,2002,8,August,3,Saturday,31,3
1992-04-25,1992,4,April,25,Saturday,17,2
2004-12-31,2004,12,December,31,Friday,53,4
2011-04-17,2011,4,April,17,Sunday,15,2
2008-01-16,2008,1,January,16,Wednesday,3,1
1979-04-03,1979,4,April,3,Tuesday,14,2
1975-04-11,1975,4,April,11,Friday,15,2
2008-06-08,2008,6,June,8,Sunday,23,2
2013-06-17,2013,6,June,17,Monday,25,2
1974-11-02,1974,11,November,2,Saturday,44,4
1974-12-02,1974,12,December,2,Monday,49,4
2002-12-22,2002,12,December,22,Sunday,51,4
1985-01-10,1985,1,January,10,Thursday,2,1
1984-05-25,1984,5,May,25,Friday,21,2
2008-12-19,2008,12,December,19,Friday,51,4
2000-09-09,2000,9,September,9,Saturday,36,3
1987-02-09,1987,2,February,9,Monday,7,1
1989-04-10,1989,4,April,10,Monday,15,2
1998-06-16,1998,6,June,16,Tuesday,25,2
1989-08-21,1989,8,August,21,Monday,34,3
1999-08-21,1999,8,August,21,Saturday,33,3
2006-11-22,2006,11,November,22,Wednesday,47,4
2010-08-29,2010,8,August,29,Sunday,34,3
2001-01-20,2001,1,January,20,Saturday,3,1
2006-01-19,2006,1,January,19,Thursday,3,1
1994-09-30,1994,9,September,30,Friday,39,3
1984-09-15,1984,9,September,15,Saturday,37,3
2007-12-04,2007,12,December,4,Tuesday,49,4
2000-11-27,2000,11,November,27,Monday,48,4
1990-09-22,1990,9,September,22,Saturday,38,3
1965-09-28,1965,9,September,28,Tuesday,39,3
2013-07-15,2013,7,July,15,Monday,29,3
1963-05-28,1963,5,May,28,Tuesday,22,2
2008-07-17,2008,7,July,17,Thursday,29,3
2011-09-28,2011,9,September,28,Wednesday,39,3
2012-05-13,2012,5,May,13,Sunday,19,2
2011-08-07,2011,8,August,7,Sunday,31,3
1985-07-11,1985,7,July,11,Thursday,28,3
1985-01-02,1985,1,January,2,Wednesday,1,1
1990-10-14,1990,10,October,14,Sunday,41,4
2000-07-14,2000,7,July,14,Friday,28,3
2010-08-23,2010,8,August,23,Monday,34,3
2007-06-02,2007,6,June,2,Saturday,22,2
2004-10-23,2004,10,October,23,Saturday,43,4
1974-10-03,1974,10,October,3,Thursday,40,4
1993-10-20,1993,10,October,20,Wednesday,42,4
2012-04-03,2012,4,April,3,Tuesday,14,2
2009-01-25,2009,1,January,25,Sunday,4,1
2013-06-29,2013,6,June,29,Saturday,26,2
1987-11-13,1987,11,November,13,Friday,46,4
2004-11-02,2004,11,November,2,Tuesday,45,4
2013-02-13,2013,2,February,13,Wednesday,7,1
1999-07-10,1999,7,July,10,Saturday,27,3
1968-05-28,1968,5,May,28,Tuesday,22,2
1995-03-22,1995,3,March,22,Wednesday,12,1
1962-05-06,1962,5,May,6,Sunday,18,2
2005-06-05,2005,6,June,5,Sunday,22,2
2003-02-01,2003,2,February,1,Saturday,5,1
1982-04-30,1982,4,April,30,Friday,17,2
2005-02-14,2005,2,February,14,Monday,7,1
2012-07-02,2012,7,July,2,Monday,27,3
2013-10-22,2013,10,October,22,Tuesday,43,4
2002-03-20,2002,3,March,20,Wednesday,12,1
2011-05-15,2011,5,May,15,Sunday,19,2
2013-12-05,2013,12,December,5,Thursday,49,4
1999-04-20,1999,4,April,20,Tuesday,16,2
1999-01-11,1999,1,January,11,Monday,2,1
1999-06-11,1999,6,June,11,Friday,23,2
2003-11-30,2003,11,November,30,Sunday,48,4
2006-05-26,2006,5,May,26,Friday,21,2
2004-02-19,2004,2,February,19,Thursday,8,1
2010-03-20,2010,3,March,20,Saturday,11,1
2002-04-11,2002,4,April,11,Thursday,15,2
1964-07-11,1964,7,July,11,Saturday,28,3
2006-01-15,2006,1,January,15,Sunday,2,1
2005-12-28,2005,12,December,28,Wednesday,52,4
2002-02-22,2002,2,February,22,Friday,8,1
1996-02-02,1996,2,February,2,Friday,5,1
2005-01-17,2005,1,January,17,Monday,3,1
2010-01-17,2010,1,January,17,Sunday,2,1
2013-12-11,2013,12,December,11,Wednesday,50,4
1981-01-27,1981,1,January,27,Tuesday,5,1
1980-05-31,1980,5,May,31,Saturday,22,2
2013-12-06,2013,12,December,6,Friday,49,4
1980-09-30,1980,9,September,30,Tuesday,40,3
2010-08-31,2010,8,August,31,Tuesday,35,3
1973-11-09,1973,11,November,9,Friday,45,4
1970-01-04,1970,1,January,4,Sunday,1,1
2012-06-19,2012,6,June,19,Tuesday,25,2
2003-07-10,2003,7,July,10,Thursday,28,3
2004-11-30,2004,11,November,30,Tuesday,49,4
2014-02-13,2014,2,February,13,Thursday,7,1
2013-05-11,2013,5,May,11,Saturday,19,2
1983-03-20,1983,3,March,20,Sunday,11,1
2011-07-06,2011,7,July,6,Wednesday,27,3
2011-01-23,2011,1,January,23,Sunday,3,1
1951-03-22,1951,3,March,22,Thursday,12,1
1972-06-06,1972,6,June,6,Tuesday,23,2
2002-09-16,2002,9,September,16,Monday,38,3
2005-12-07,2005,12,December,7,Wednesday,49,4
2013-08-06,2013,8,August,6,Tuesday,32,3
1975-11-16,1975,11,November,16,Sunday,46,4
1969-05-28,1969,5,May,28,Wednesday,22,2
2009-04-23,2009,4,April,23,Thursday,17,2
1999-10-26,1999,10,October,26,Tuesday,43,4
2004-06-22,2004,6,June,22,Tuesday,26,2
2011-11-17,2011,11,November,17,Thursday,46,4
1973-10-04,1973,10,October,4,Thursday,40,4
1993-07-14,1993,7,July,14,Wednesday,28,3
2008-08-27,2008,8,August,27,Wednesday,35,3
2006-07-01,2006,7,July,1,Saturday,26,3
1971-12-03,1971,12,December,3,Friday,48,4
1972-07-26,1972,7,July,26,Wednesday,30,3
1981-06-13,1981,6,June,13,Saturday,24,2
1962-06-05,1962,6,June,5,Tuesday,23,2
1992-05-06,1992,5,May,6,Wednesday,19,2
2014-03-03,2014,3,March,3,Monday,10,1
2004-12-19,2004,12,December,19,Sunday,51,4
2010-06-14,2010,6,June,14,Monday,24,2
2003-03-13,2003,3,March,13,Thursday,11,1
1979-01-22,1979,1,January,22,Monday,4,1
2013-07-01,2013,7,July,1,Monday,27,3
2004-05-02,2004,5,May,2,Sunday,18,2
1994-01-10,1994,1,January,10,Monday,2,1
1963-03-26,1963,3,March,26,Tuesday,13,1
2012-02-20,2012,2,February,20,Monday,8,1
2002-03-04,2002,3,March,4,Monday,10,1
2001-07-10,2001,7,July,10,Tuesday,28,3
1987-10-10,1987,10,October,10,Saturday,41,4
2004-12-07,2004,12,December,7,Tuesday,50,4
2004-08-27,2004,8,August,27,Friday,35,3
1984-11-21,1984,11,November,21,Wednesday,47,4
2004-06-03,2004,6,June,3,Thursday,23,2
1988-07-24,1988,7,July,24,Sunday,29,3
1994-09-12,1994,9,September,12,Monday,37,3
2000-03-03,2000,3,March,3,Friday,9,1
2011-03-13,2011,3,March,13,Sunday,10,1
1995-06-30,1995,6,June,30,Friday,26,2
1995-11-22,1995,11,November,22,Wednesday,47,4
2003-02-15,2003,2,February,15,Saturday,7,1
2003-10-07,2003,10,October,7,Tuesday,41,4
1999-11-11,1999,11,November,11,Thursday,45,4
1992-11-11,1992,11,November,11,Wednesday,46,4
1999-08-20,1999,8,August,20,Friday,33,3
1991-09-04,1991,9,September,4,Wednesday,36,3
2011-11-09,2011,11,November,9,Wednesday,45,4
2010-10-11,2010,10,October,11,Monday,41,4
2001-08-31,2001,8,August,31,Friday,35,3
1993-07-31,1993,7,July,31,Saturday,30,3
2012-06-22,2012,6,June,22,Friday,25,2
2011-09-29,2011,9,September,29,Thursday,39,3
2013-05-23,2013,5,May,23,Thursday,21,2
2012-11-23,2012,11,November,23,Friday,47,4
1959-03-07,1959,3,March,7,Saturday,10,1
1992-12-02,1992,12,December,2,Wednesday,49,4
2012-05-28,2012,5,May,28,Monday,22,2
1998-11-19,1998,11,November,19,Thursday,47,4
2014-10-12,2014,10,October,12,Sunday,41,4
2014-07-09,2014,7,July,9,Wednesday,28,3
2013-07-09,2013,7,July,9,Tuesday,28,3
1989-09-30,1989,9,September,30,Saturday,39,3
2013-08-19,2013,8,August,19,Monday,34,3
1959-07-17,1959,7,July,17,Friday,29,3
1963-06-23,1963,6,June,23,Sunday,25,2
2014-05-10,2014,5,May,10,Saturday,19,2
1960-09-19,1960,9,September,19,Monday,38,3
2010-09-21,2010,9,September,21,Tuesday,38,3
2014-03-27,2014,3,March,27,Thursday,13,1
2013-07-12,2013,7,July,12,Friday,28,3
2004-01-23,2004,1,January,23,Friday,4,1
2009-12-05,2009,12,December,5,Saturday,49,4
1986-11-27,1986,11,November,27,Thursday,48,4
1990-07-19,1990,7,July,19,Thursday,29,3
1999-01-27,1999,1,January,27,Wednesday,4,1
1988-09-22,1988,9,September,22,Thursday,38,3
2014-08-08,2014,8,August,8,Friday,32,3
2007-06-05,2007,6,June,5,Tuesday,23,2
2014-12-07,2014,12,December,7,Sunday,49,4
2006-07-28,2006,7,July,28,Friday,30,3
2014-12-23,2014,12,December,23,Tuesday,52,4
1990-12-24,1990,12,December,24,Monday,52,4
2014-12-11,2014,12,December,11,Thursday,50,4
1980-11-26,1980,11,November,26,Wednesday,48,4
1981-03-18,1981,3,March,18,Wednesday,12,1
1983-04-21,1983,4,April,21,Thursday,16,2
1994-04-28,1994,4,April,28,Thursday,17,2
1959-03-25,1959,3,March,25,Wednesday,13,1
1972-11-24,1972,11,November,24,Friday,47,4
2001-10-19,2001,10,October,19,Friday,42,4
1997-10-24,1997,10,October,24,Friday,43,4
2002-04-15,2002,4,April,15,Monday,16,2
1988-01-09,1988,1,January,9,Saturday,1,1
2005-01-10,2005,1,January,10,Monday,2,1
1981-06-12,1981,6,June,12,Friday,24,2
2014-06-21,2014,6,June,21,Saturday,25,2
2002-03-11,2002,3,March,11,Monday,11,1
1988-06-25,1988,6,June,25,Saturday,25,2
1989-06-05,1989,6,June,5,Monday,23,2
2005-12-25,2005,12,December,25,Sunday,51,4
2013-04-23,2013,4,April,23,Tuesday,17,2
1966-06-01,1966,6,June,1,Wednesday,22,2
1973-07-04,1973,7,July,4,Wednesday,27,3
1974-05-18,1974,5,May,18,Saturday,20,2
2008-12-11,2008,12,December,11,Thursday,50,4
1962-12-25,1962,12,December,25,Tuesday,52,4
1989-07-29,1989,7,July,29,Saturday,30,3
1972-07-29,1972,7,July,29,Saturday,30,3
1975-01-13,1975,1,January,13,Monday,3,1
1978-03-13,1978,3,March,13,Monday,11,1
1998-07-01,1998,7,July,1,Wednesday,27,3
2014-08-29,2014,8,August,29,Friday,35,3
2010-07-25,2010,7,July,25,Sunday,29,3
2008-05-27,2008,5,May,27,Tuesday,22,2
2014-12-03,2014,12,December,3,Wednesday,49,4
2010-11-25,2010,11,November,25,Thursday,47,4
1969-06-13,1969,6,June,13,Friday,24,2
1996-01-24,1996,1,January,24,Wednesday,4,1
2001-10-18,2001,10,October,18,Thursday,42,4
1985-06-30,1985,6,June,30,Sunday,26,2
2011-03-08,2011,3,March,8,Tuesday,10,1
2004-12-03,2004,12,December,3,Friday,49,4
2000-03-09,2000,3,March,9,Thursday,10,1
1997-02-21,1997,2,February,21,Friday,8,1
2012-02-06,2012,2,February,6,Monday,6,1
1966-04-13,1966,4,April,13,Wednesday,15,2
2015-03-26,2015,3,March,26,Thursday,13,1
2015-01-19,2015,1,January,19,Monday,4,1
1955-03-10,1955,3,March,10,Thursday,10,1
1989-03-16,1989,3,March,16,Thursday,11,1
1985-09-14,1985,9,September,14,Saturday,37,3
1975-04-01,1975,4,April,1,Tuesday,14,2
1973-03-09,1973,3,March,9,Friday,10,1
1991-02-02,1991,2,February,2,Saturday,5,1
1999-05-11,1999,5,May,11,Tuesday,19,2
2013-06-09,2013,6,June,9,Sunday,23,2
2015-05-07,2015,5,May,7,Thursday,19,2
1955-02-01,1955,2,February,1,Tuesday,5,1
1985-02-14,1985,2,February,14,Thursday,7,1
